#node1	node2	label
CDCA8	TROAP	1
CDCA8	ESPL1	1
CDCA8	KIF23	1
CDCA8	KIF11	1
CDCA8	NDC80	1
CDCA8	KIF18A	1
CDCA8	SGO1	1
CDCA8	CENPE	1
CDCA8	NUF2	1
CDCA8	CENPU	1
CDCA8	CENPH	1
CDCA8	SKA1	1
CDCA8	MIS18A	1
CDCA8	MAD2L1	1
CDCA8	MELK	1
CDCA8	PCLAF	1
CDCA8	PLK1	1
CDCA8	TPX2	1
CDCA8	CDT1	1
CDCA8	SHCBP1	1
CDCA8	ZWILCH	1
CDCA8	SPAG5	1
CDCA8	KIF15	1
CDCA8	HASPIN	1
CDCA8	TACC3	1
CDCA8	KNTC1	1
CDCA8	ERCC6L	1
CDCA8	CDKN3	1
CDCA8	KNL1	1
CDCA8	CENPA	1
CDCA8	FOXM1	1
CDCA8	UBE2C	1
CDCA8	SGO2	1
CDCA8	RRM2	1
CDCA8	CENPF	1
CDCA8	NEK2	1
CDCA8	KIF14	1
CDCA8	MKI67	1
CDCA8	TTK	1
CDCA8	CEP55	1
CDCA8	KIF20B	1
CDCA8	RAD54L	1
CDCA8	KIF2C	1
CDCA8	CENPI	1
CDCA8	TK1	1
CDCA8	CENPN	1
CDCA8	MCM3	1
CDCA8	CKAP2	1
CDCA8	UHRF1	1
CDCA8	DEPDC1	1
CDCA8	ZWINT	1
CDCA8	SPC24	1
CDCA8	NCAPG2	1
CDCA8	RAD51	1
CDCA8	ECT2	1
CDCA8	KIF18B	1
CDCA8	KIFC1	1
CDCA8	HMMR	1
CDCA8	PTTG1	1
CDCA8	PBK	1
CDCA8	TOP2A	1
CDCA8	HJURP	1
CDCA8	KIF4A	1
CDCA8	RCC2	1
CDCA8	RACGAP1	1
CDCA8	KIF20A	1
CDCA8	CDK1	1
CDCA8	INCENP	1
CDK1	TRIP13	1
CDK1	CENPM	1
CDK1	MCM5	1
CDK1	MYBL2	1
CDK1	ORC6	1
CDK1	OIP5	1
CDK1	RAD51AP1	1
CDK1	FBXO5	1
CDK1	GMNN	1
CDK1	NCAPH	1
CDK1	DLGAP5	1
CDK1	E2F8	1
CDK1	PIMREG	1
CDK1	NCAPG	1
CDK1	ESPL1	1
CDK1	KIF23	1
CDK1	KIF11	1
CDK1	LMNB1	1
CDK1	NDC80	1
CDK1	MCM4	1
CDK1	PKMYT1	1
CDK1	GINS1	1
CDK1	KIF18A	1
CDK1	SGO1	1
CDK1	MCM6	1
CDK1	DEPDC1B	1
CDK1	MCM2	1
CDK1	CENPE	1
CDK1	CDK2	1
CDK1	TICRR	1
CDK1	PLK4	1
CDK1	NUF2	1
CDK1	SKP2	1
CDK1	CENPU	1
CDK1	SPC25	1
CDK1	CENPH	1
CDK1	SKA1	1
CDK1	SMC2	1
CDK1	H2AZ1	1
CDK1	MAD2L1	1
CDK1	MELK	1
CDK1	PCLAF	1
CDK1	PLK1	1
CDK1	TPX2	1
CDK1	RRM1	1
CDK1	CDT1	1
CDK1	CKAP2L	1
CDK1	FEN1	1
CDK1	ESCO2	1
CDK1	MCM7	1
CDK1	FANCI	1
CDK1	CKS1B	1
CDK1	ZWILCH	1
CDK1	CLSPN	1
CDK1	TYMS	1
CDK1	NCL	1
CDK1	SKA3	1
CDK1	EZH2	1
CDK1	SPAG5	1
CDK1	KIF15	1
CDK1	NCAPD2	1
CDK1	HASPIN	1
CDK1	TACC3	1
CDK1	KNTC1	1
CDK1	ERCC6L	1
CDK1	HSP90AA1	1
CDK1	CDKN3	1
CDK1	KNL1	1
CDK1	CENPA	1
CDK1	SMC4	1
CDK1	FOXM1	1
CDK1	E2F1	1
CDK1	UBE2C	1
CDK1	SGO2	1
CDK1	RRM2	1
CDK1	EXO1	1
CDK1	CENPF	1
CDK1	DTL	1
CDK1	NEK2	1
CDK1	KIF14	1
CDK1	MKI67	1
CDK1	TTK	1
CDK1	CEP55	1
CDK1	HSP90AB1	1
CDK1	ORC1	1
CDK1	STIL	1
CDK1	RAD54L	1
CDK1	KIF2C	1
CDK1	CENPI	1
CDK1	ZWINT	1
CDK1	KIF4A	1
CDK1	RCC2	1
CDK1	MAPRE1	1
CDK1	CKS2	1
CDK1	MASTL	1
CDK1	CKAP2	1
CDK1	PCNA	1
CDK1	RFC3	1
CDK1	YWHAQ	1
CDK1	RFC4	1
CDK1	ECT2	1
CDK1	CENPN	1
CDK1	HMMR	1
CDK1	PTTG1	1
CDK1	INCENP	1
CDK1	KIF20A	1
CDK1	DSN1	1
CDK1	PARPBP	1
CDK1	SLBP	1
CDK1	MCM3	1
CDK1	NCAPD3	1
CDK1	FAM83D	1
CDK1	SPC24	1
CDK1	NCAPG2	1
CDK1	KIFC1	1
CDK1	CENPK	1
CDK1	GTSE1	1
CDK1	RAD51	1
CDK1	TK1	1
CDK1	UBE2T	1
CDK1	KPNA2	1
CDK1	DEPDC1	1
CDK1	XPO1	1
CDK1	MCM10	1
CDK1	NDE1	1
CDK1	HJURP	1
CDK1	CKAP5	1
CDK1	CHEK1	1
CDK1	RACGAP1	1
CDK1	PBK	1
CDK1	TOP2A	1
CDK2	MCM5	1
CDK2	MYBL2	1
CDK2	GMNN	1
CDK2	CDK4	1
CDK2	KIF11	1
CDK2	MCM4	1
CDK2	E2F3	1
CDK2	MCM6	1
CDK2	MCM2	1
CDK2	DBF4	1
CDK2	EZH2	1
CDK2	MDC1	1
CDK2	EXO1	1
CDK2	RRM2	1
CDK2	LIN9	1
CDK2	FEN1	1
CDK2	CLSPN	1
CDK2	CDK5R1	1
CDK2	HSP90AB1	1
CDK2	PLK1	1
CDK2	RCC1	1
CDK2	UBE2C	1
CDK2	PRIM2	1
CDK2	GAPDH	1
CDK2	HSP90AA1	1
CDK2	TOP2A	1
CDK2	MAD2L1	1
CDK2	RAD51	1
CDK2	MCM10	1
CDK2	CHEK1	1
CDK2	FOXM1	1
CDK2	ORC1	1
CDK2	MCM7	1
CDK2	PCNA	1
CDK2	E2F2	1
CDK2	MCM3	1
CDK2	CDT1	1
CDK2	CKS2	1
CDK2	RBL1	1
CDK2	E2F1	1
CDK2	SKP2	1
CDK2	CKS1B	1
CDK2	CDKN3	1
CDK4	CDT1	1
CDK4	MCM3	1
CDK4	RCC1	1
CDK4	GAPDH	1
CDK4	FOXM1	1
CDK4	DNMT1	1
CDK4	MCM6	1
CDK4	CYCS	1
CDK4	TOP2A	1
CDK4	PLK1	1
CDK4	E2F2	1
CDK4	E2F3	1
CDK4	CDKN3	1
CDK4	MCM2	1
CDK4	CKS1B	1
CDK4	SKP2	1
CDK4	MCM7	1
CDK4	RAD51	1
CDK4	RBL1	1
CDK4	E2F1	1
CDK4	PCNA	1
CDK4	HSP90AA1	1
CDK4	HSP90AB1	1
CDK5R1	LMNB1	1
CDK5R1	PRDX1	1
CDK8	E2F1	1
CDKN3	OIP5	1
CDKN3	DLGAP5	1
CDKN3	NCAPG	1
CDKN3	KIF11	1
CDKN3	NDC80	1
CDKN3	CENPE	1
CDKN3	PLK4	1
CDKN3	NUF2	1
CDKN3	SPC25	1
CDKN3	MAD2L1	1
CDKN3	MELK	1
CDKN3	PLK1	1
CDKN3	TPX2	1
CDKN3	KIF15	1
CDKN3	CHEK1	1
CDKN3	MKI67	1
CDKN3	RRM2	1
CDKN3	NEK2	1
CDKN3	CKS2	1
CDKN3	CENPF	1
CDKN3	DEPDC1	1
CDKN3	HJURP	1
CDKN3	KIF2C	1
CDKN3	UBE2T	1
CDKN3	KIF4A	1
CDKN3	CEP55	1
CDKN3	CENPA	1
CDKN3	HMMR	1
CDKN3	KIF20A	1
CDKN3	PTTG1	1
CDKN3	UBE2C	1
CDKN3	TTK	1
CDKN3	PBK	1
CDKN3	TOP2A	1
CDT1	MCM5	1
CDT1	POLE2	1
CDT1	ORC6	1
CDT1	GMNN	1
CDT1	GINS2	1
CDT1	ESPL1	1
CDT1	KIF11	1
CDT1	TOPBP1	1
CDT1	NDC80	1
CDT1	TIPIN	1
CDT1	MCM4	1
CDT1	MCM6	1
CDT1	MCM2	1
CDT1	DBF4	1
CDT1	TICRR	1
CDT1	NUF2	1
CDT1	SKP2	1
CDT1	GINS4	1
CDT1	PLK1	1
CDT1	TPX2	1
CDT1	RRM1	1
CDT1	RFC4	1
CDT1	CHAF1A	1
CDT1	CLSPN	1
CDT1	RAD51	1
CDT1	RFC3	1
CDT1	CHAF1B	1
CDT1	TIMELESS	1
CDT1	UBE2C	1
CDT1	HJURP	1
CDT1	PRIM2	1
CDT1	FEN1	1
CDT1	E2F1	1
CDT1	CKS2	1
CDT1	TOP2A	1
CDT1	EXO1	1
CDT1	CKS1B	1
CDT1	WDHD1	1
CDT1	GINS3	1
CDT1	RRM2	1
CDT1	CHEK1	1
CDT1	MCM8	1
CDT1	PCNA	1
CDT1	MCM10	1
CDT1	DTL	1
CDT1	ORC1	1
CDT1	MCM7	1
CDT1	MCM3	1
CENPA	CENPM	1
CENPA	OIP5	1
CENPA	DLGAP5	1
CENPA	PIMREG	1
CENPA	NCAPG	1
CENPA	ESPL1	1
CENPA	KIF23	1
CENPA	KIF11	1
CENPA	LMNB1	1
CENPA	NDC80	1
CENPA	MCM4	1
CENPA	KIF18A	1
CENPA	SGO1	1
CENPA	CENPE	1
CENPA	NUF2	1
CENPA	SSRP1	1
CENPA	CENPU	1
CENPA	SPC25	1
CENPA	CENPH	1
CENPA	SKA1	1
CENPA	MIS18A	1
CENPA	H2AZ1	1
CENPA	MAD2L1	1
CENPA	MELK	1
CENPA	PCLAF	1
CENPA	PLK1	1
CENPA	TPX2	1
CENPA	CKAP2L	1
CENPA	SHCBP1	1
CENPA	RUVBL1	1
CENPA	SPAG5	1
CENPA	KIF15	1
CENPA	ERCC6L	1
CENPA	KNL1	1
CENPA	EXO1	1
CENPA	RAD51	1
CENPA	PTTG1	1
CENPA	MKI67	1
CENPA	FOXM1	1
CENPA	CHEK1	1
CENPA	GTSE1	1
CENPA	SPC24	1
CENPA	KIF14	1
CENPA	RRM2	1
CENPA	KIFC1	1
CENPA	RACGAP1	1
CENPA	NEK2	1
CENPA	DEPDC1	1
CENPA	INCENP	1
CENPA	HMMR	1
CENPA	TTK	1
CENPA	KIF4A	1
CENPA	ZWINT	1
CENPA	KIF20A	1
CENPA	TOP2A	1
CENPA	CEP55	1
CENPA	DSN1	1
CENPA	PBK	1
CENPA	KMT5A	1
CENPA	UBE2C	1
CENPA	CENPF	1
CENPA	KIF2C	1
CENPA	CENPO	1
CENPA	CENPQ	1
CENPA	CENPW	1
CENPA	CENPL	1
CENPA	CENPK	1
CENPA	CENPN	1
CENPA	CENPI	1
CENPA	HJURP	1
CENPE	CENPM	1
CENPE	NCAPH	1
CENPE	DLGAP5	1
CENPE	KNSTRN	1
CENPE	NCAPG	1
CENPE	ESPL1	1
CENPE	KIF23	1
CENPE	KIF11	1
CENPE	NDC80	1
CENPE	KIF18A	1
CENPE	SGO1	1
CENPE	CENPK	1
CENPE	SPC24	1
CENPE	MAPRE1	1
CENPE	CENPU	1
CENPE	FOXM1	1
CENPE	CLSPN	1
CENPE	CENPO	1
CENPE	ERCC6L	1
CENPE	CHEK1	1
CENPE	KNTC1	1
CENPE	EXO1	1
CENPE	CKAP5	1
CENPE	TACC3	1
CENPE	PTTG1	1
CENPE	UBE2C	1
CENPE	INCENP	1
CENPE	SPAG5	1
CENPE	KIFC1	1
CENPE	CKAP2L	1
CENPE	DEPDC1	1
CENPE	CKAP2	1
CENPE	SGO2	1
CENPE	RACGAP1	1
CENPE	NEK2	1
CENPE	ECT2	1
CENPE	SKA3	1
CENPE	KIF14	1
CENPE	SMC2	1
CENPE	PLK4	1
CENPE	ZWILCH	1
CENPE	ZWINT	1
CENPE	CENPI	1
CENPE	SKA1	1
CENPE	MELK	1
CENPE	PBK	1
CENPE	TPX2	1
CENPE	SMC4	1
CENPE	KNL1	1
CENPE	CENPH	1
CENPE	HJURP	1
CENPE	MKI67	1
CENPE	TOP2A	1
CENPE	HMMR	1
CENPE	KIF15	1
CENPE	CEP55	1
CENPE	MAD2L1	1
CENPE	KIF20B	1
CENPE	KIF4A	1
CENPE	KIF20A	1
CENPE	TTK	1
CENPE	PLK1	1
CENPE	KIF2C	1
CENPE	NUF2	1
CENPE	CENPF	1
CENPF	TRIP13	1
CENPF	CENPM	1
CENPF	DLGAP5	1
CENPF	E2F8	1
CENPF	NCAPG	1
CENPF	TROAP	1
CENPF	ESPL1	1
CENPF	KIF23	1
CENPF	KIF11	1
CENPF	NDC80	1
CENPF	KIF18A	1
CENPF	SGO1	1
CENPF	SPDL1	1
CENPF	NUF2	1
CENPF	CENPU	1
CENPF	SPC25	1
CENPF	CENPH	1
CENPF	SKA1	1
CENPF	SMC2	1
CENPF	MAD2L1	1
CENPF	MELK	1
CENPF	PCLAF	1
CENPF	PLK1	1
CENPF	TPX2	1
CENPF	CKAP2L	1
CENPF	ZWILCH	1
CENPF	SKA3	1
CENPF	SPAG5	1
CENPF	KIF15	1
CENPF	TACC3	1
CENPF	KNTC1	1
CENPF	KNL1	1
CENPF	SMC4	1
CENPF	FOXM1	1
CENPF	UBE2C	1
CENPF	RRM2	1
CENPF	EXO1	1
CENPF	STIL	1
CENPF	RFC4	1
CENPF	FAM83D	1
CENPF	GTSE1	1
CENPF	KIFC1	1
CENPF	CHEK1	1
CENPF	ECT2	1
CENPF	TK1	1
CENPF	RACGAP1	1
CENPF	PTTG1	1
CENPF	DEPDC1	1
CENPF	UBE2T	1
CENPF	NDE1	1
CENPF	KIF4A	1
CENPF	DTL	1
CENPF	CENPI	1
CENPF	HMMR	1
CENPF	CKAP2	1
CENPF	HJURP	1
CENPF	PBK	1
CENPF	ZWINT	1
CENPF	CEP55	1
CENPF	KIF14	1
CENPF	KIF20A	1
CENPF	TTK	1
CENPF	NEK2	1
CENPF	TOP2A	1
CENPF	MKI67	1
CENPF	KIF2C	1
CENPH	CENPM	1
CENPH	OIP5	1
CENPH	RAD51AP1	1
CENPH	NDC80	1
CENPH	NUF2	1
CENPH	CENPU	1
CENPH	ZWILCH	1
CENPH	DSN1	1
CENPH	PLK1	1
CENPH	SPC24	1
CENPH	EXO1	1
CENPH	KIF2C	1
CENPH	SKA1	1
CENPH	MIS18A	1
CENPH	MAD2L1	1
CENPH	HJURP	1
CENPH	KNL1	1
CENPH	CENPW	1
CENPH	CENPQ	1
CENPH	CENPK	1
CENPH	CENPL	1
CENPH	CENPI	1
CENPH	CENPN	1
CENPH	CENPO	1
CENPI	CENPM	1
CENPI	OIP5	1
CENPI	ESPL1	1
CENPI	KIF23	1
CENPI	KIF11	1
CENPI	NDC80	1
CENPI	KIF18A	1
CENPI	SGO1	1
CENPI	NUF2	1
CENPI	CENPU	1
CENPI	SKA1	1
CENPI	MIS18A	1
CENPI	MAD2L1	1
CENPI	PLK1	1
CENPI	ZWILCH	1
CENPI	ERCC6L	1
CENPI	KNL1	1
CENPI	CENPQ	1
CENPI	CENPL	1
CENPI	CENPW	1
CENPI	ZWINT	1
CENPI	PARPBP	1
CENPI	SPC24	1
CENPI	CKAP5	1
CENPI	DSN1	1
CENPI	HJURP	1
CENPI	CENPN	1
CENPI	CENPO	1
CENPI	CENPK	1
CENPJ	PLK4	1
CENPJ	SASS6	1
CENPJ	PLK1	1
CENPJ	TUBA1B	1
CENPJ	STIL	1
CENPJ	MZT1	1
CENPJ	NDE1	1
CENPJ	WDR62	1
CENPJ	HYLS1	1
CENPK	CENPM	1
CENPK	OIP5	1
CENPK	NDC80	1
CENPK	KIF18A	1
CENPK	NUF2	1
CENPK	CENPU	1
CENPK	MIS18A	1
CENPK	MAD2L1	1
CENPK	PLK1	1
CENPK	ZWILCH	1
CENPK	KNL1	1
CENPK	CENPQ	1
CENPK	CENPL	1
CENPK	CENPW	1
CENPK	CENPO	1
CENPK	CENPN	1
CENPK	PBK	1
CENPK	HJURP	1
CENPL	CENPM	1
CENPL	CENPU	1
CENPL	MIS18A	1
CENPL	MAD2L1	1
CENPL	KNL1	1
CENPL	CENPQ	1
CENPL	HJURP	1
CENPL	CENPW	1
CENPL	CENPN	1
CENPL	CENPO	1
CENPM	ESPL1	1
CENPM	PBK	1
CENPM	PCLAF	1
CENPM	TK1	1
CENPM	KIF4A	1
CENPM	PLK1	1
CENPM	KIF15	1
CENPM	CEP55	1
CENPM	SKA1	1
CENPM	SPC24	1
CENPM	KIF11	1
CENPM	DLGAP5	1
CENPM	KNL1	1
CENPM	ZWINT	1
CENPM	MAD2L1	1
CENPM	KIF20A	1
CENPM	HJURP	1
CENPM	GINS2	1
CENPM	OIP5	1
CENPM	RRM2	1
CENPM	CENPW	1
CENPM	CENPU	1
CENPM	CENPO	1
CENPM	CENPQ	1
CENPM	CENPN	1
CENPN	OIP5	1
CENPN	RAD51AP1	1
CENPN	ESPL1	1
CENPN	KIF11	1
CENPN	NDC80	1
CENPN	NUF2	1
CENPN	CENPU	1
CENPN	SKA1	1
CENPN	MIS18A	1
CENPN	MAD2L1	1
CENPN	MELK	1
CENPN	PLK1	1
CENPN	TPX2	1
CENPN	SHCBP1	1
CENPN	ZWILCH	1
CENPN	SKA3	1
CENPN	KNL1	1
CENPN	CENPQ	1
CENPN	CENPW	1
CENPN	TTK	1
CENPN	KIF2C	1
CENPN	CENPO	1
CENPN	MCM10	1
CENPN	CHEK1	1
CENPN	SPC24	1
CENPN	NCAPG2	1
CENPN	DEPDC1	1
CENPN	PBK	1
CENPN	DSN1	1
CENPN	HJURP	1
CENPO	CENPU	1
CENPO	MIS18A	1
CENPO	PLK1	1
CENPO	KNL1	1
CENPO	CENPQ	1
CENPO	CENPW	1
CENPO	HJURP	1
CENPQ	CENPU	1
CENPQ	MIS18A	1
CENPQ	MAD2L1	1
CENPQ	PLK1	1
CENPQ	KNL1	1
CENPQ	CENPW	1
CENPU	OIP5	1
CENPU	RAD51AP1	1
CENPU	DLGAP5	1
CENPU	NCAPG	1
CENPU	NDC80	1
CENPU	NUF2	1
CENPU	MIS18A	1
CENPU	RACGAP1	1
CENPU	PBK	1
CENPU	HJURP	1
CENPU	ZWINT	1
CENPU	MAD2L1	1
CENPU	KNL1	1
CENPU	PLK1	1
CENPU	CENPW	1
CENPW	OIP5	1
CENPW	NDC80	1
CENPW	NUF2	1
CENPW	MIS18A	1
CENPW	POC1A	1
CENPW	RRM1	1
CENPW	TYMS	1
CENPW	KNL1	1
CENPW	RFC3	1
CENPW	TK1	1
CENPW	PBK	1
CENPW	PTTG1	1
CENPW	SPC24	1
CENPW	PCNA	1
CENPW	HJURP	1
CEP55	TRIP13	1
CEP55	OIP5	1
CEP55	RAD51AP1	1
CEP55	DLGAP5	1
CEP55	KNSTRN	1
CEP55	NCAPG	1
CEP55	ESPL1	1
CEP55	KIF23	1
CEP55	KIF11	1
CEP55	NDC80	1
CEP55	KIF18A	1
CEP55	SGO1	1
CEP55	DEPDC1B	1
CEP55	SPDL1	1
CEP55	PLK4	1
CEP55	NUF2	1
CEP55	SPC25	1
CEP55	SKA1	1
CEP55	MAD2L1	1
CEP55	MELK	1
CEP55	PCLAF	1
CEP55	PLK1	1
CEP55	TPX2	1
CEP55	CKAP2L	1
CEP55	SHCBP1	1
CEP55	TYMS	1
CEP55	SPAG5	1
CEP55	KIF15	1
CEP55	TACC3	1
CEP55	FOXM1	1
CEP55	UBE2C	1
CEP55	RRM2	1
CEP55	DTL	1
CEP55	NEK2	1
CEP55	KIF14	1
CEP55	MKI67	1
CEP55	TTK	1
CEP55	UHRF1	1
CEP55	UBE2T	1
CEP55	KIF18B	1
CEP55	MCM10	1
CEP55	TK1	1
CEP55	CKAP2	1
CEP55	ZWINT	1
CEP55	CHEK1	1
CEP55	DEPDC1	1
CEP55	PTTG1	1
CEP55	ECT2	1
CEP55	HJURP	1
CEP55	HMMR	1
CEP55	TOP2A	1
CEP55	KIF2C	1
CEP55	KIF4A	1
CEP55	PBK	1
CEP55	RACGAP1	1
CEP55	KIF20A	1
CEP70	PLK1	1
CEP72	PLK1	1
CEP78	PLK1	1
CEP85	PLK4	1
CEP85	STIL	1
CGAS	NONO	1
CHAF1A	MCM5	1
CHAF1A	MCM4	1
CHAF1A	MCM2	1
CHAF1A	MCM3	1
CHAF1A	PCNA	1
CHAF1A	CHAF1B	1
CHAF1B	MCM5	1
CHAF1B	NASP	1
CHAF1B	MCM4	1
CHAF1B	MCM6	1
CHAF1B	PCNA	1
CHCHD3	IMMT	1
CHEK1	RFC2	1
CHEK1	MCM5	1
CHEK1	ORC6	1
CHEK1	OIP5	1
CHEK1	STN1	1
CHEK1	RAD51AP1	1
CHEK1	FBXO5	1
CHEK1	MSH2	1
CHEK1	MSH6	1
CHEK1	NCAPG	1
CHEK1	ESPL1	1
CHEK1	KIF11	1
CHEK1	TOPBP1	1
CHEK1	TIPIN	1
CHEK1	MCM4	1
CHEK1	PKMYT1	1
CHEK1	MCM6	1
CHEK1	RAD18	1
CHEK1	MCM2	1
CHEK1	DBF4	1
CHEK1	TICRR	1
CHEK1	NUF2	1
CHEK1	SKP2	1
CHEK1	SPC25	1
CHEK1	FANCD2	1
CHEK1	MAD2L1	1
CHEK1	MELK	1
CHEK1	FEN1	1
CHEK1	MCM7	1
CHEK1	RMI2	1
CHEK1	FANCI	1
CHEK1	CLSPN	1
CHEK1	TYMS	1
CHEK1	POLE	1
CHEK1	HSP90AA1	1
CHEK1	E2F1	1
CHEK1	DNA2	1
CHEK1	DNMT1	1
CHEK1	RRM2	1
CHEK1	WDHD1	1
CHEK1	EXO1	1
CHEK1	DTL	1
CHEK1	NEK2	1
CHEK1	HSP90AB1	1
CHEK1	ORC1	1
CHEK1	RAD54L	1
CHEK1	KIF2C	1
CHEK1	ZWINT	1
CHEK1	MDC1	1
CHEK1	MCM8	1
CHEK1	PCNA	1
CHEK1	RFC3	1
CHEK1	CHEK2	1
CHEK1	FANCA	1
CHEK1	RFC4	1
CHEK1	UBE2T	1
CHEK1	PBK	1
CHEK1	RACGAP1	1
CHEK1	RFC5	1
CHEK1	FAAP24	1
CHEK1	CRY2	1
CHEK1	RHNO1	1
CHEK1	TOP2A	1
CHEK1	MCM3	1
CHEK1	MCM10	1
CHEK1	TIMELESS	1
CHEK1	RAD51	1
CHEK2	RFC2	1
CHEK2	MCM5	1
CHEK2	MSH2	1
CHEK2	MSH6	1
CHEK2	GINS2	1
CHEK2	TOPBP1	1
CHEK2	TIPIN	1
CHEK2	MCM4	1
CHEK2	PKMYT1	1
CHEK2	DBF4	1
CHEK2	TICRR	1
CHEK2	FANCD2	1
CHEK2	MAD2L1	1
CHEK2	PLK1	1
CHEK2	RRM1	1
CHEK2	CLSPN	1
CHEK2	POLE	1
CHEK2	DNA2	1
CHEK2	XRCC2	1
CHEK2	EXO1	1
CHEK2	RAD54L	1
CHEK2	MDC1	1
CHEK2	TIMELESS	1
CHEK2	MCM3	1
CHEK2	RFC4	1
CHEK2	SMC6	1
CHEK2	RAD51	1
CHORDC1	HSP90AB1	1
CHORDC1	HSP90AA1	1
CIP2A	PLK1	1
CIT	KIF23	1
CIT	KIF14	1
CIT	KIF4A	1
CIT	KIF20A	1
CKAP2	DLGAP5	1
CKAP2	KIF11	1
CKAP2	NDC80	1
CKAP2	NUF2	1
CKAP2	KIF15	1
CKAP2	NEK2	1
CKAP2	MKI67	1
CKAP2	TTK	1
CKAP2	KIF2C	1
CKAP2	RACGAP1	1
CKAP2	ECT2	1
CKAP2	HJURP	1
CKAP2	KIF20A	1
CKAP2	TOP2A	1
CKAP2L	DLGAP5	1
CKAP2L	NCAPG	1
CKAP2L	KIF11	1
CKAP2L	KIF18A	1
CKAP2L	SGO1	1
CKAP2L	PLK4	1
CKAP2L	NUF2	1
CKAP2L	MELK	1
CKAP2L	TPX2	1
CKAP2L	GTSE1	1
CKAP2L	PBK	1
CKAP2L	SKA3	1
CKAP2L	KIF2C	1
CKAP2L	HMMR	1
CKAP2L	TOP2A	1
CKAP2L	KIF20A	1
CKAP2L	KIFC1	1
CKAP2L	KIF4A	1
CKAP2L	KIF14	1
CKAP2L	HJURP	1
CKAP5	DLGAP5	1
CKAP5	ESPL1	1
CKAP5	KIF11	1
CKAP5	NDC80	1
CKAP5	PKMYT1	1
CKAP5	KIF18A	1
CKAP5	DNMT3A	1
CKAP5	NUF2	1
CKAP5	MAD2L1	1
CKAP5	PLK1	1
CKAP5	TPX2	1
CKAP5	TACC3	1
CKAP5	TUBB	1
CKAP5	KIF2C	1
CKAP5	MAPRE1	1
CKAP5	KIFC1	1
CKS1B	TRIP13	1
CKS1B	GMNN	1
CKS1B	ESPL1	1
CKS1B	PKMYT1	1
CKS1B	SKP2	1
CKS1B	MAD2L1	1
CKS1B	UBE2T	1
CKS1B	UBE2C	1
CKS1B	PTTG1	1
CKS1B	CKS2	1
CKS2	GMNN	1
CKS2	DLGAP5	1
CKS2	PKMYT1	1
CKS2	NUF2	1
CKS2	SKP2	1
CKS2	MAD2L1	1
CKS2	MELK	1
CKS2	UBE2C	1
CKS2	KIF2C	1
CKS2	TOP2A	1
CKS2	HMMR	1
CKS2	KPNA2	1
CKS2	PTTG1	1
CLN6	CTSF	1
CLP1	CPSF3	1
CLP1	CSTF3	1
CLP1	RPP40	1
CLP1	POP1	1
CLP1	CSTF2	1
CLPB	HSPA14	1
CLPB	HYOU1	1
CLPB	HSP90B1	1
CLPB	DNAJA1	1
CLPB	HSPH1	1
CLPB	STIP1	1
CLPB	HSP90AB1	1
CLPB	HSP90AA1	1
CLPB	HSPD1	1
CLSPN	MCM5	1
CLSPN	POLE2	1
CLSPN	GINS2	1
CLSPN	TOPBP1	1
CLSPN	TIPIN	1
CLSPN	MCM4	1
CLSPN	GINS1	1
CLSPN	MCM6	1
CLSPN	MCM2	1
CLSPN	DBF4	1
CLSPN	GINS4	1
CLSPN	SMC2	1
CLSPN	FANCD2	1
CLSPN	LRR1	1
CLSPN	PLK1	1
CLSPN	MCM7	1
CLSPN	MCM8	1
CLSPN	MKI67	1
CLSPN	EXO1	1
CLSPN	ORC1	1
CLSPN	RHNO1	1
CLSPN	POLE	1
CLSPN	MCM3	1
CLSPN	GINS3	1
CLSPN	MCM10	1
CLSPN	WDHD1	1
CLSPN	TIMELESS	1
CMAS	NANP	1
CMSS1	NIFK	1
CNOT9	EIF4G1	1
COQ2	FDPS	1
COQ2	PDSS1	1
CPSF3	NCBP2	1
CPSF3	SLBP	1
CPSF3	SNRPG	1
CPSF3	CSTF3	1
CPSF3	CSTF2	1
CRY2	TIMELESS	1
CSE1L	XPO5	1
CSE1L	XPO6	1
CSE1L	XPOT	1
CSE1L	RAN	1
CSE1L	KPNA2	1
CSE1L	XPO1	1
CSTF2	CSTF3	1
CSTF2	SRSF2	1
CSTF3	TPI1	1
CSTF3	NCBP2	1
CSTF3	PGK1	1
CTPS1	TYMS	1
CTPS1	GART	1
CTPS1	PNPT1	1
CTPS1	GMPS	1
CTPS1	TK1	1
CYBRD1	TFR2	1
CYBRD1	TFRC	1
CYCS	PPIF	1
CYCS	TXN	1
CYCS	HSP90AB1	1
CYCS	HSP90AA1	1
CYCS	HSPD1	1
CYCS	HCCS	1
CYCS	GAPDH	1
CYCS	SLC25A5	1
DBF4	MCM5	1
DBF4	ORC6	1
DBF4	TOPBP1	1
DBF4	MCM4	1
DBF4	MCM6	1
DBF4	MCM2	1
DBF4	GINS3	1
DBF4	PLK1	1
DBF4	WDHD1	1
DBF4	MCM8	1
DBF4	GINS4	1
DBF4	ORC1	1
DBF4	MCM10	1
DBF4	TICRR	1
DBF4	MCM7	1
DBF4	MCM3	1
DCLRE1B	FANCD2	1
DCLRE1B	FANCI	1
DCLRE1B	EXO1	1
DCLRE1B	EME1	1
DCLRE1C	MSH2	1
DCLRE1C	MSH6	1
DCLRE1C	FANCD2	1
DCLRE1C	KDM1A	1
